408,8,0,'2'
409,8,0,'2'
410,8,0,'2'
411,8,0,'2'
412,8,0,'2'
413,8,0,'2'
414,8,0,'2'
415,8,0,'2'
416,8,0,'2'
417,8,0,'2'
418,8,0,'2'
419,8,0,'2'
420,8,0,'2'
421,8,0,'2'
422,8,0,'2'
423,8,0,'2'
424,8,0,'2'
425,8,0,'2'
426,8,0,'2'
427,8,0,'2'
428,8,0,'2'
429,8,0,'2'
430,8,0,'2'
431,8,0,'2'
432,8,0,'2'
501,8,0,'2'
502,8,0,'2'
503,8,0,'2'
504,8,0,'2'
505,8,0,'2'
506,8,0,'2'
507,8,0,'2'
508,8,0,'2'
509,8,0,'2'
510,8,0,'2'
511,8,0,'2'
512,8,0,'2'
513,8,0,'2'
514,8,0,'2'
515,8,0,'2'
516,8,0,'2'
517,8,0,'2'
518,8,0,'2'
519,8,0,'2'
520,8,0,'2'
521,8,0,'2'
522,8,0,'2'
523,8,0,'2'
524,8,0,'2'
525,8,0,'2'
526,8,0,'2'
527,8,0,'2'
528,8,0,'2'
529,8,0,'2'
530,8,0,'2'
531,8,0,'2'
532,8,0,'2'
201,6,1,'3'
202,6,1,'3'
203,6,1,'3'
204,6,1,'3'
205,6,1,'3'
206,6,1,'3'
207,6,1,'3'
208,6,1,'3'
209,6,1,'3'
210,6,1,'3'
211,6,1,'3'
212,6,1,'3'
213,6,1,'3'
214,4,1,'3'
215,4,1,'3'
216,4,1,'3'
217,4,1,'3'
218,4,1,'3'
219,4,1,'3'
220,4,1,'3'
221,4,1,'3'
222,4,1,'3'
223,4,1,'3'
224,4,1,'3'
225,4,1,'3'
226,4,1,'3'
227,4,1,'3'
228,4,1,'3'
229,4,1,'3'
230,4,1,'3'
231,4,1,'3'
232,4,1,'3'
301,6,0,'3'
302,6,0,'3'
303,6,0,'3'
304,6,0,'3'
305,6,0,'3'
306,6,0,'3'
307,6,0,'3'
308,6,0,'3'
309,6,0,'3'
310,6,0,'3'
311,6,0,'3'
312,6,0,'3'
313,6,0,'3'
314,6,0,'3'
315,6,0,'3'
316,6,0,'3'
317,4,0,'3'
318,4,0,'3'
319,4,0,'3'
320,4,0,'3'
321,4,0,'3'
322,4,0,'3'
323,4,0,'3'
324,4,0,'3'
325,4,0,'3'
326,4,0,'3'
327,4,0,'3'
328,4,0,'3'
329,4,0,'3'
330,4,0,'3'
331,4,0,'3'
332,4,0,'3'
401,6,1,'3'
402,6,1,'3'
403,6,1,'3'
404,6,1,'3'
405,6,1,'3'
406,6,1,'3'
407,6,1,'3'
408,6,1,'3'
409,6,1,'3'
410,6,1,'3'
411,6,1,'3'
412,6,1,'3'
413,6,1,'3'
414,6,1,'3'
415,6,1,'3'
416,6,1,'3'
417,6,1,'3'
418,6,1,'3'
419,4,1,'3'
420,4,1,'3'
421,4,1,'3'
422,4,1,'3'
423,4,1,'3'
424,4,1,'3'
425,4,1,'3'
426,4,1,'3'
427,4,1,'3'
428,4,1,'3'
429,4,1,'3'
430,4,1,'3'
431,4,1,'3'
432,4,1,'3'
501,6,0,'3'
502,6,0,'3'
503,6,0,'3'
504,6,0,'3'
505,6,0,'3'
506,6,0,'3'
507,6,0,'3'
508,4,0,'3'
509,4,0,'3'
510,4,0,'3'
511,4,0,'3'
512,4,0,'3'
513,4,0,'3'
514,4,0,'3'
515,4,0,'3'
516,4,0,'3'
517,4,0,'3'
518,4,0,'3'
519,4,0,'3'
520,4,0,'3'
521,4,0,'3'
522,4,0,'3'
523,4,0,'3'
524,4,0,'3'
525,4,0,'3'
526,4,0,'3'
527,4,0,'3'
528,4,0,'3'
529,4,0,'3'
530,4,0,'3'
531,4,0,'3'
532,4,0,'3'
